year,stock,price,count,return,action
2005,2342,14.5,99.0,0.0,buy
2005,2352,48.47,29.0,0.0,buy
2005,2227,105.68,13.0,0.0,buy
2005,2201,30.81,46.0,0.0,buy
2005,9904,13.42,107.0,0.0,buy
2005,1605,9.86,145.0,0.0,buy
2005,2374,20.0,71.0,0.0,buy
2005,3049,14.69,97.0,0.0,buy
2005,2301,40.25,35.0,0.0,buy
2005,2446,63.93,22.0,0.0,buy
2005,2347,22.12,65.0,0.0,buy
2005,2327,12.91,111.0,0.0,buy
2005,2417,26.45,54.0,0.0,buy
2005,2903,14.43,99.0,0.0,buy
2005,3231,24.21,59.0,0.0,buy
2005,2312,11.29,127.0,0.0,buy
2005,3367,81.56,17.0,0.0,buy
2005,9910,22.13,65.0,0.0,buy
2005,2451,46.88,30.0,0.0,buy
2005,2393,56.48,25.0,0.0,buy
2005,2023,8.47,169.0,0.0,buy
2005,2331,21.12,68.0,0.0,buy
2005,2475,9.55,150.0,0.0,buy
2006,2103,17.41,79.0,0.0,buy
2006,2449,21.23,65.0,0.0,buy
2006,2101,26.76,52.0,0.0,buy
2006,2342,58.74,99.0,4.051034482758621,sell
2006,2475,6.59,150.0,0.6900523560209424,sell
2006,2023,12.04,169.0,1.4214876033057848,sell
2006,9910,20.74,65.0,0.9371893357433347,sell
2006,3367,55.67,17.0,0.6825649828347229,sell
2006,8046,164.9,8.0,0.0,buy
2006,3041,49.47,28.0,0.0,buy
2006,2391,35.53,39.0,0.0,buy
2006,3227,364.31,3.0,0.0,buy
2006,3189,71.98,19.0,0.0,buy
2006,2393,72.6,19.0,0.0,buy
2006,2312,11.18,127.0,0.9902568644818424,sell
2006,2301,42.66,35.0,1.0598757763975155,sell
2006,2227,85.34,13.0,0.8075321725965178,sell
2006,2201,36.29,46.0,1.177864329763064,sell
2006,1903,55.1,25.0,0.0,buy
2006,1605,15.6,145.0,1.5821501014198784,sell
2006,3231,31.1,59.0,1.2845931433292028,sell
2006,2451,68.13,30.0,1.4532849829351533,sell
2006,2206,20.43,69.0,0.0,buy
2006,2352,26.64,29.0,0.5496183206106872,sell
2006,2331,18.93,68.0,0.8963068181818181,sell
2006,2903,16.5,99.0,1.1434511434511434,sell
2006,5346,18.49,77.0,0.0,buy
2006,9904,25.79,107.0,1.9217585692995527,sell
2006,2511,18.56,77.0,0.0,buy
2006,2327,14.02,102.0,0.0,buy
2006,6176,36.33,39.0,0.0,buy
2006,2107,20.89,68.0,0.0,buy
2006,1736,180.46,7.0,0.0,buy
2006,2412,43.91,32.0,0.0,buy
2006,2347,26.18,65.0,1.1835443037974684,sell
2006,2315,30.93,46.0,0.0,buy
2006,2526,23.25,61.0,0.0,buy
2006,3702,11.83,121.0,0.0,buy
2007,2448,128.93,10.0,0.0,buy
2007,3474,25.22,54.0,0.0,buy
2007,2353,53.87,25.0,0.0,buy
2007,2449,14.23,97.0,0.0,buy
2007,3311,96.56,14.0,0.0,buy
2007,1503,33.09,41.0,0.0,buy
2007,3062,59.25,23.0,0.0,buy
2007,3231,43.34,31.0,0.0,buy
2007,1216,33.38,41.0,0.0,buy
2007,3702,27.97,121.0,2.364327979712595,sell
2007,1440,11.68,119.0,0.0,buy
2007,5346,13.8,77.0,0.7463493780421852,sell
2007,6176,31.91,39.0,0.8783374621524911,sell
2007,2327,10.86,102.0,0.7746077032810271,sell
2007,2511,16.16,77.0,0.8706896551724138,sell
2007,2312,9.98,140.0,0.0,buy
2007,2391,39.17,35.0,0.0,buy
2007,2379,100.95,13.0,0.0,buy
2007,2227,49.43,28.0,0.0,buy
2007,3189,87.24,19.0,1.2120033342595165,sell
2007,2408,51.38,27.0,0.0,buy
2007,2393,101.55,19.0,1.3987603305785126,sell
2007,3044,98.62,14.0,0.0,buy
2007,2388,42.99,32.0,0.0,buy
2007,3452,150.21,9.0,0.0,buy
2007,3227,206.24,3.0,0.5661112788559194,sell
2007,2344,8.99,156.0,0.0,buy
2007,2617,47.2,29.0,0.0,buy
2007,3041,55.65,25.0,0.0,buy
