year,stock,price,count,return,action
2006,9933,22.04,85.0,0.0,buy
2006,3702,11.83,160.0,0.0,buy
2006,6116,6.4,295.0,0.0,buy
2006,2362,26.35,71.0,0.0,buy
2006,2492,25.27,74.0,0.0,buy
2006,2409,36.92,51.0,0.0,buy
2006,1605,15.6,121.0,0.0,buy
2006,1440,14.23,133.0,0.0,buy
2006,9907,11.76,161.0,0.0,buy
2006,3189,71.98,26.0,0.0,buy
2006,2495,31.25,60.0,0.0,buy
2006,2501,20.96,90.0,0.0,buy
2006,1736,180.46,10.0,0.0,buy
2006,2323,11.45,165.0,0.0,buy
2006,3227,364.31,5.0,0.0,buy
2006,1103,18.8,100.0,0.0,buy
2006,2915,21.05,89.0,0.0,buy
2006,6121,68.84,27.0,0.0,buy
2006,2606,31.76,59.0,0.0,buy
2007,2441,30.81,59.0,0.0,buy
2007,6116,12.34,295.0,1.928125,sell
2007,2362,39.14,71.0,1.4853889943074003,sell
2007,2606,66.79,59.0,2.102959697732998,sell
2007,5203,110.68,16.0,0.0,buy
2007,2376,17.9,103.0,0.0,buy
2007,5371,33.68,54.0,0.0,buy
2007,9907,11.53,161.0,0.9804421768707483,sell
2007,2323,11.3,165.0,0.9868995633187775,sell
2007,1723,61.95,29.0,0.0,buy
2007,3702,27.97,160.0,2.364327979712595,sell
2007,2409,53.31,51.0,1.4439328277356445,sell
2007,2601,64.32,29.0,0.0,buy
2007,3189,87.24,26.0,1.2120033342595165,sell
2007,2498,351.44,5.0,0.0,buy
2007,1440,11.68,133.0,0.8208011243851019,sell
2007,2915,26.02,89.0,1.2361045130641328,sell
2007,2501,14.02,90.0,0.6688931297709924,sell
2007,6605,97.25,19.0,0.0,buy
2007,1605,13.02,121.0,0.8346153846153845,sell
2007,3293,174.24,10.0,0.0,buy
2007,2204,23.58,79.0,0.0,buy
2007,3367,44.22,42.0,0.0,buy
2007,9933,18.25,85.0,0.8280399274047188,sell
2007,3041,55.65,33.0,0.0,buy
2007,3515,137.02,13.0,0.0,buy
2007,3042,42.45,44.0,0.0,buy
2007,2504,12.59,149.0,0.0,buy
2007,1103,18.98,100.0,1.0095744680851064,sell
2007,2379,100.95,18.0,0.0,buy
2007,3227,206.24,5.0,0.5661112788559195,sell
2007,2451,83.96,22.0,0.0,buy
2007,6121,108.84,17.0,0.0,buy
2008,2548,28.52,63.0,0.0,buy
2008,8008,12.07,150.0,0.0,buy
2008,5371,15.09,54.0,0.44804038004750596,sell
2008,2379,30.58,18.0,0.3029222387320455,sell
2008,2441,17.21,59.0,0.5585848750405713,sell
2008,2603,15.45,118.0,0.0,buy
2008,8069,14.15,128.0,0.0,buy
2008,3034,27.75,65.0,0.0,buy
2008,3059,25.17,72.0,0.0,buy
2008,2504,8.58,149.0,0.6814932486100079,sell
2008,3293,109.21,10.0,0.626779155188246,sell
2008,1723,44.15,29.0,0.7126715092816787,sell
2008,2606,33.15,55.0,0.0,buy
2008,6121,61.81,17.0,0.5678978316795296,sell
2008,5387,2.43,754.0,0.0,buy
2008,3231,20.22,90.0,0.0,buy
2008,2542,11.42,160.0,0.0,buy
2008,3367,17.91,42.0,0.4050203527815468,sell
2008,2376,10.44,103.0,0.5832402234636872,sell
2008,3019,37.58,48.0,0.0,buy
2008,2451,56.1,22.0,0.6681753215817057,sell
2008,2204,8.57,79.0,0.36344359626802375,sell
2008,8299,47.23,38.0,0.0,buy
2008,2485,32.99,55.0,0.0,buy
2008,5203,108.85,16.0,0.9834658474882543,sell
2008,2498,266.0,5.0,0.756885954928295,sell
