year,stock,price,count,return,action
2002,5478,43.67,18.0,0.0,buy
2002,3006,44.23,18.0,0.0,buy
2002,9934,19.92,40.0,0.0,buy
2002,2448,31.4,25.0,0.0,buy
2002,2312,10.29,78.0,0.0,buy
2002,1301,21.39,37.0,0.0,buy
2002,9933,10.66,75.0,0.0,buy
2002,1726,28.54,28.0,0.0,buy
2002,3035,27.96,28.0,0.0,buy
2002,2388,77.87,10.0,0.0,buy
2002,3041,27.35,29.0,0.0,buy
2002,1717,9.38,86.0,0.0,buy
2002,2319,10.87,74.0,0.0,buy
2002,2385,12.81,63.0,0.0,buy
2002,2356,8.39,96.0,0.0,buy
2002,2371,6.85,117.0,0.0,buy
2002,1722,11.88,67.0,0.0,buy
2002,2207,18.57,43.0,0.0,buy
2002,2489,15.44,52.0,0.0,buy
2002,1451,17.9,45.0,0.0,buy
2002,2403,14.79,54.0,0.0,buy
2002,2357,122.97,6.0,0.0,buy
2002,2615,12.1,66.0,0.0,buy
2002,5387,7.6,106.0,0.0,buy
2002,4906,27.73,29.0,0.0,buy
2002,2105,14.93,54.0,0.0,buy
2002,1604,14.87,54.0,0.0,buy
2002,1319,20.33,39.0,0.0,buy
2002,2354,12.33,65.0,0.0,buy
2003,2401,56.32,14.0,0.0,buy
2003,2337,9.99,78.0,0.0,buy
2003,2371,8.6,117.0,1.2554744525547445,sell
2003,2610,16.37,48.0,0.0,buy
2003,2356,9.21,96.0,1.0977353992848629,sell
2003,2385,26.23,63.0,2.0476190476190474,sell
2003,2485,20.95,37.0,0.0,buy
2003,1717,9.13,86.0,0.9733475479744137,sell
2003,2454,143.37,5.0,0.0,buy
2003,5305,14.65,54.0,0.0,buy
2003,5371,14.48,54.0,0.0,buy
2003,2327,13.93,56.0,0.0,buy
2003,9933,16.57,75.0,1.5544090056285178,sell
2003,2388,98.06,10.0,1.2592782843200205,sell
2003,1604,20.1,54.0,1.3517148621385342,sell
2003,1319,35.22,39.0,1.7324151500245943,sell
