year,ROA (%)
1993,5.27
1994,9.78
1995,10.81
1996,8.17
1997,8.99
1998,7.53
1999,5.73
2000,-2.97
2001,-0.52
2002,-2.58
2003,-0.44
2004,-0.11
2005,2.73
2006,11.24
2007,16.48
2008,3.93
2009,6.57
2010,5.79
2011,4.65
