year,ROA (%)
1993,9.92
1994,11.19
1995,5.11
1996,7.48
1997,15.15
1998,12.62
1999,5.10
2000,9.52
2001,1.37
2002,1.97
2003,-5.04
2004,-7.17
2005,-9.07
2006,-9.19
2007,9.75
2008,4.08
2009,2.26
2010,6.09
2011,4.07
