year,ROA (%)
1990,11.80
1991,4.80
1992,0.30
1993,-1.00
1994,17.00
1996,8.70
1997,1.60
1998,4.20
1999,8.40
2000,4.20
2001,1.60
2002,5.00
2003,3.80
2004,6.60
2005,5.20
2006,11.50
2007,10.90
2008,0.20
2009,7.90
2010,13.10
2011,4.80
