year,ROA (%)
1999,44.14
2000,46.19
2001,49.41
2002,50.64
2003,45.65
2004,31.99
2005,33.14
2006,32.40
2007,38.62
2008,19.80
2009,31.99
2010,23.14
2011,9.99
