year,ROA (%)
1993,6.32
1995,13.31
1996,10.49
1997,8.60
1998,-3.39
1999,5.19
2000,15.19
2001,9.54
2002,10.69
2003,9.91
2004,9.05
2005,9.31
2006,8.56
2007,7.92
2008,4.37
2009,6.70
2010,8.06
2011,6.50
