year,ROA (%)
1990,-8.64
1991,0.62
1992,-3.71
1993,-0.38
1994,3.22
1995,2.97
1996,4.70
1997,4.73
1998,-2.89
2000,-2.56
2001,0.02
2002,-1.01
2003,10.80
2004,14.10
2005,0.30
2006,-4.08
2007,7.81
2008,-5.97
2009,-3.00
2010,11.00
2011,3.75
