year,ROA (%)
1998,19.85
1999,19.48
2000,24.11
2001,21.44
2002,11.34
2003,7.92
2004,7.41
2005,7.13
2006,6.83
2007,6.85
2008,5.88
2009,7.00
2010,7.10
2011,7.06
