year,ROA (%)
1990,7.40
1991,9.87
1992,4.14
1993,4.09
1994,2.98
1995,2.07
1996,0.01
1997,4.54
1998,4.05
2001,-0.62
2002,-2.97
2003,-7.25
2004,-3.42
2005,-0.72
2006,4.77
2007,-0.19
2008,-6.10
2009,-1.89
2010,4.86
2011,5.17
