year,ROA (%)
1995,2.10
1996,2.06
1997,1.66
1998,1.59
1999,1.27
2000,2.02
2001,2.06
2002,2.22
2003,2.81
2004,4.26
2005,0.70
2006,6.06
2007,8.23
2008,1.04
2009,6.25
2010,6.24
2011,4.47
