year,ROA (%)
1990,1.61
1991,3.80
1992,5.20
1993,4.71
1994,4.65
1995,2.48
1996,4.88
1997,5.99
1998,11.09
1999,-8.76
2000,-8.95
2001,5.91
2002,8.08
2003,21.82
2004,9.08
2005,7.55
2006,7.24
2007,7.53
2008,-2.20
2009,8.02
2010,3.75
2011,5.16
