year,ROA (%)
1990,9.67
1991,2.32
1992,-2.94
1993,1.60
1994,44.83
1995,5.48
1996,5.95
1997,16.90
1998,2.22
1999,0.01
2000,-6.69
2001,-9.91
2002,-12.12
2003,-6.51
2004,-2.88
2005,-3.83
2006,-2.59
2007,-8.82
2008,-0.98
2009,-1.36
2010,8.58
2011,-0.80
