year,ROA (%)
1999,0.57
2000,11.22
2001,11.11
2002,15.35
2003,17.88
2004,9.53
2005,5.30
2006,7.79
2007,8.51
2008,7.34
2009,4.29
2010,4.49
2011,1.09
