year,ROA (%)
1991,1.96
1992,0.44
1993,-3.39
1994,-2.52
1995,-2.39
1996,2.55
1997,3.36
1998,2.29
1999,1.76
2000,1.38
2001,2.06
2002,0.39
2004,1.06
2005,1.88
2006,0.43
2007,1.26
2008,2.33
2009,2.26
2010,2.02
2011,3.30
