year,ROA (%)
1999,10.13
2000,11.95
2001,5.89
2002,11.87
2003,14.63
2004,18.68
2005,20.08
2006,22.63
2007,23.03
2008,14.87
2009,12.82
2010,12.41
2011,7.27
