year,ROA (%)
1997,5.71
1998,4.04
1999,2.73
2000,3.36
2001,2.24
2002,2.88
2003,2.37
2004,0.39
2005,0.92
2006,1.07
2007,1.43
2008,1.96
2009,2.99
2010,3.01
2011,3.08
