year,ROA (%)
1993,9.04
1994,7.59
1995,1.58
1996,5.34
1998,13.01
1999,10.27
2000,14.67
2001,8.85
2002,10.64
2003,14.27
2004,12.78
2005,12.11
2006,10.34
2007,15.72
2008,16.55
2009,14.25
2010,13.85
2011,13.76
