year,ROA (%)
1995,-0.02
1996,14.74
1997,13.61
1998,15.74
1999,8.47
2000,8.70
2001,4.25
2002,2.06
2004,9.21
2005,8.81
2006,2.09
2007,0.62
2008,-3.92
2009,-11.17
2010,-1.44
2011,0.55
