year,ROA (%)
1997,6.00
1998,6.00
1999,3.00
2000,3.00
2001,-3.00
2003,4.00
2004,5.00
2005,7.00
2006,12.00
2007,10.00
2008,7.00
2009,11.00
2010,13.00
2011,11.00
