year,ROA (%)
1999,3.34
2000,4.59
2001,6.74
2002,5.76
2003,5.41
2004,8.92
2005,9.35
2006,10.79
2007,9.25
2008,10.31
2009,7.99
2010,18.49
2011,11.39
