year,ROA (%)
1999,16.28
2000,9.59
2001,15.18
2002,18.96
2003,14.26
2004,9.51
2005,8.72
2006,4.36
2007,11.94
2008,11.02
2009,13.91
2010,11.61
2011,13.76
