year,ROA (%)
1990,0.22
1991,2.65
1992,-2.12
1993,0.89
1994,8.68
1995,-2.56
1996,6.18
1997,8.45
1998,5.99
1999,-1.11
2000,-4.72
2001,-5.10
2002,-4.46
2003,-3.37
2004,-4.77
2005,-4.05
2006,-1.10
2007,-7.63
2008,-2.75
2009,-6.92
2010,0.94
2011,-4.59
