year,ROA (%)
1994,7.47
1995,7.80
1996,6.60
1997,7.26
1998,3.59
1999,4.97
2000,0.42
2001,-2.82
2002,2.60
2003,3.17
2004,0.58
2005,-3.17
2006,8.87
2007,7.73
2008,4.44
2009,5.22
2010,5.97
2011,6.86
