year,ROA (%)
1993,1.23
1994,0.94
1995,0.69
1996,0.59
1997,0.62
1998,0.52
1999,0.21
2000,0.28
2001,0.26
2002,-2.25
2003,1.59
2004,1.25
2005,0.50
2006,-0.51
2007,-0.22
2008,-0.75
2009,0.34
2010,0.55
2011,0.56
