year,ROA (%)
1998,21.23
1999,9.58
2000,11.65
2001,6.89
2002,2.50
2003,0.95
2004,7.75
2005,13.92
2006,12.63
2007,14.20
2008,13.10
2009,13.85
2010,14.77
2011,11.95
