year,ROA (%)
1999,26.00
2000,6.90
2001,14.30
2002,15.20
2003,10.39
2004,4.80
2005,6.80
2006,10.04
2007,31.52
2008,5.58
2009,6.96
2010,6.29
2011,5.24
