year,ROA (%)
1990,7.56
1991,7.78
1992,5.14
1993,8.40
1994,4.30
1996,2.83
1997,10.52
1998,6.31
1999,-20.12
2000,-2.78
2001,2.61
2002,-10.61
2003,-0.01
2004,5.64
2005,2.79
2006,-1.62
2007,5.34
2008,2.74
2009,6.03
2010,8.21
2011,6.29
