year,ROA (%)
1998,19.68
1999,14.29
2000,11.40
2001,8.11
2002,6.44
2003,3.51
2004,1.84
2005,5.78
2006,6.43
2007,7.34
2008,3.74
2009,11.24
2010,15.26
2011,13.56
