year,ROA (%)
1999,10.37
2000,16.88
2001,15.68
2002,16.26
2003,15.44
2004,16.09
2005,22.93
2006,27.20
2007,7.88
2008,0.31
2009,-0.69
2010,3.21
2011,7.45
