year,ROA (%)
1997,4.24
1998,2.65
1999,4.35
2000,2.71
2001,4.96
2002,2.86
2003,4.71
2004,3.91
2005,2.86
2006,4.74
2007,5.69
2008,-0.44
2009,5.75
2010,4.15
2011,1.51
