year,ROA (%)
1990,1.84
1991,4.02
1992,2.45
1993,2.07
1994,3.70
1995,2.65
1996,2.77
1997,2.98
1998,-3.09
1999,3.62
2000,-2.36
2001,-1.90
2002,3.08
2003,3.96
2004,6.38
2005,-11.80
2006,-2.00
2007,3.03
2008,0.70
2009,-2.75
2010,-6.90
2011,-5.15
