year,ROA (%)
1999,4.75
2000,7.90
2001,7.91
2002,8.58
2003,7.30
2004,6.69
2005,8.74
2006,5.76
2007,7.52
2008,7.58
2009,0.82
2010,5.64
2011,11.06
