year,ROA (%)
1990,8.71
1991,9.09
1992,8.72
1993,7.40
1994,2.20
1995,-2.40
1996,3.60
2000,5.20
2001,-3.10
2002,2.90
2003,4.00
2004,7.60
2005,10.50
2006,11.26
2007,16.88
2008,12.56
2009,10.88
2010,11.68
2011,15.53
