year,ROA (%)
1998,8.25
1999,9.85
2000,2.78
2001,9.29
2002,6.97
2003,7.86
2004,5.65
2005,4.64
2006,7.05
2007,6.11
2008,6.92
2009,5.16
2010,7.80
2011,7.18
