year,ROA (%)
1999,15.93
2000,9.70
2001,11.73
2002,-0.37
2003,12.95
2004,12.28
2005,-7.35
2006,1.29
2007,15.61
2008,8.21
2009,11.07
2010,11.34
2011,10.75
