year,ROA (%)
1996,8.81
1997,10.54
1999,7.87
2000,-6.04
2001,-9.40
2002,5.56
2003,8.33
2004,-5.01
2005,6.38
2006,7.62
2007,11.02
2008,5.08
2009,10.02
2010,6.21
2011,7.45
