year,ROA (%)
1996,13.24
1997,7.15
1998,6.25
1999,6.01
2000,9.84
2001,7.20
2002,5.50
2003,5.49
2004,9.52
2005,11.37
2006,13.42
2007,13.57
2008,5.30
2009,6.12
2010,9.84
2011,6.84
