year,ROA (%)
1998,10.29
1999,8.41
2000,3.02
2001,4.57
2002,4.58
2003,4.13
2004,3.81
2005,1.70
2006,0.23
2007,-1.00
2008,-18.67
2009,-9.31
2010,1.47
2011,4.66
