year,ROA (%)
1997,8.83
1998,3.10
1999,7.03
2000,7.58
2001,7.70
2003,22.81
2004,25.70
2005,22.97
2006,25.17
2007,17.83
2008,11.54
2009,18.33
2010,20.57
2011,13.09
