year,ROA (%)
1990,-21.01
1991,6.41
1992,0.90
1993,0.84
1994,-0.05
1995,8.89
1999,-13.93
2000,-1.91
2001,-36.67
2002,-3.14
2003,1.83
2004,-14.30
2005,9.09
2006,9.80
2007,18.25
2008,37.61
2009,12.62
2010,11.93
2011,6.10
