year,ROA (%)
1997,15.12
1998,7.33
1999,12.02
2000,11.09
2001,2.86
2002,-0.84
2003,4.43
2004,3.90
2005,4.31
2006,6.64
2007,6.89
2008,4.14
2009,-6.84
2010,1.88
2011,-2.01
