year,ROA (%)
1990,6.08
1991,14.73
1992,8.38
1993,-1.46
1994,8.72
1995,13.63
1996,-1.63
1997,2.97
1998,-4.86
2001,-7.59
2004,-0.57
2005,-8.78
2006,-5.05
2007,1.19
2008,-9.79
2009,-6.74
2010,4.44
2011,-2.85
