year,ROA (%)
1990,-1.59
1991,5.97
1992,4.08
1993,3.57
1994,5.06
1995,5.72
1996,4.76
1997,4.84
1998,5.03
1999,3.71
2000,3.71
2001,3.85
2002,-2.16
2003,0.80
2004,-1.19
2005,1.64
2006,4.75
2007,8.42
2008,5.48
2009,5.99
2010,6.07
2011,1.98
