year,ROA (%)
1993,6.01
1994,6.62
1995,6.43
1996,4.55
1997,4.44
1998,3.23
1999,3.74
2000,5.00
2001,5.81
2002,8.68
2003,7.13
2004,6.63
2005,5.15
2006,7.45
2007,6.75
2008,4.36
2009,5.07
2010,20.08
2011,4.27
