year,ROA (%)
1990,7.42
1991,6.75
1992,10.60
1993,15.92
1994,11.47
1995,17.69
1996,15.67
1997,16.91
1998,12.50
1999,15.35
2000,14.37
2001,8.13
2002,9.10
2003,10.03
2004,11.97
2005,12.45
2006,17.04
2007,20.07
2008,12.43
2009,13.53
2010,16.21
2011,9.89
