year,ROA (%)
1998,5.50
1999,6.10
2000,12.00
2001,-6.82
2002,1.81
2003,1.40
2004,-100.72
2005,-4.90
2006,-0.45
2007,-4.45
2008,-14.33
2009,-29.71
2010,5.35
2011,-26.67
