year,ROA (%)
1990,5.19
1991,1.48
1992,1.75
1993,5.81
1994,5.43
1995,-6.27
1996,4.06
1999,-3.53
2000,2.66
2001,1.92
2002,-4.63
2003,-16.22
2004,4.88
2005,5.12
2006,6.95
2007,9.16
2008,6.68
2009,6.92
2010,6.12
2011,6.09
