year,ROA (%)
1996,7.14
1998,9.12
1999,-3.17
2000,-1.46
2001,4.19
2002,6.94
2003,7.72
2004,11.61
2005,8.85
2006,10.41
2007,10.84
2008,10.07
2009,0.20
2010,9.74
2011,14.66
