year,ROA (%)
1999,10.40
2000,9.94
2001,9.46
2002,9.35
2003,8.46
2004,5.26
2005,2.56
2006,5.46
2007,7.75
2008,3.40
2009,2.37
2010,1.17
2011,4.11
