year,ROA (%)
1999,8.14
2000,11.44
2001,13.80
2002,14.40
2003,12.94
2004,17.84
2005,16.33
2006,14.47
2007,12.79
2008,11.44
2009,10.91
2010,10.13
2011,9.82
