year,ROA (%)
1990,1.23
1991,2.95
1992,3.54
1993,3.21
1994,4.79
1995,-3.19
1996,4.72
1997,1.68
1998,-6.85
1999,0.07
2000,5.13
2001,-4.63
2002,0.97
2003,-2.95
2004,-5.24
2005,-4.89
2006,-0.31
2007,4.69
2008,-1.49
2009,-4.38
2010,-3.15
2011,-1.55
