year,ROA (%)
1993,9.61
1994,9.14
1995,16.77
1996,13.64
1997,17.00
1998,15.85
1999,8.55
2000,-10.78
2001,-11.16
2002,1.01
2003,4.17
2004,4.97
2005,0.66
2006,6.69
2007,4.45
2008,6.85
2009,5.85
2010,9.33
2011,7.06
