year,ROA (%)
1997,7.65
1998,7.48
1999,6.35
2000,3.23
2001,1.81
2002,7.83
2003,2.32
2004,-10.27
2005,-8.71
2006,-9.92
2007,-2.61
2008,-22.46
2009,0.25
2010,3.07
2011,-0.59
