year,ROA (%)
1995,8.31
1996,6.52
1997,13.51
1998,11.30
1999,2.30
2000,7.41
2001,2.95
2002,-6.89
2003,7.36
2004,6.64
2005,-0.77
2006,3.32
2007,4.70
2008,3.67
2009,4.04
2010,10.65
2011,5.38
