year,ROA (%)
1990,-3.14
1991,-19.31
1992,-5.99
1993,3.04
1994,2.64
1996,7.45
2000,-2.69
2001,-14.49
2003,2.82
2004,-6.49
2005,-4.43
2006,4.46
2007,5.74
2008,6.44
2009,11.11
2010,9.67
2011,28.62
