year,ROA (%)
1997,11.14
1998,29.31
1999,21.43
2000,20.95
2001,17.46
2002,18.47
2003,17.01
2004,8.85
2005,5.86
2006,5.79
2007,13.13
2008,-0.65
2009,0.73
2010,5.67
2011,-6.65
