year,ROA (%)
1996,17.31
1997,8.33
1998,-2.80
1999,9.67
2000,14.44
2001,11.59
2002,14.15
2003,16.28
2004,18.01
2005,18.86
2006,15.53
2007,19.84
2008,18.80
2009,19.32
2010,20.11
2011,18.28
