year,ROA (%)
1990,2.93
1991,9.13
1992,4.42
1993,5.36
1994,7.13
1995,11.74
1996,2.62
2000,-3.33
2001,-0.35
2002,3.44
2003,2.32
2004,2.83
2005,0.86
2006,1.06
2007,2.52
2008,0.46
2009,2.49
2010,5.79
2011,3.71
