year,ROA (%)
1996,10.08
1997,12.51
1998,1.17
1999,7.10
2000,7.01
2001,7.41
2002,7.07
2003,1.67
2004,2.60
2005,0.61
2006,3.19
2007,1.69
2008,-3.94
2009,-1.91
2010,3.88
2011,-1.63
