year,ROA (%)
1997,15.07
1998,11.24
1999,10.64
2000,20.56
2001,8.40
2002,7.21
2003,8.97
2004,5.58
2005,6.84
2006,8.12
2007,5.22
2008,4.51
2009,6.79
2010,10.05
2011,3.74
