year,ROA (%)
1990,5.92
1991,6.90
1992,6.99
1993,7.30
1994,5.55
1997,6.95
1998,0.23
2000,3.39
2001,2.50
2002,5.92
2003,6.06
2004,5.60
2005,5.94
2006,7.43
2007,8.30
2008,10.68
2009,11.68
2010,12.12
2011,7.16
