year,ROA (%)
1995,6.29
1996,6.00
1997,7.33
1998,7.51
1999,5.29
2000,6.79
2001,4.07
2002,7.52
2003,10.04
2004,11.57
2005,8.58
2006,4.84
2007,5.99
2008,2.58
2009,10.00
2010,13.32
2011,11.05
